STATISTIC,STATISTIC Label,TLIST(M1),Month,C02068V02499,Type of Feedstuff,UNIT,VALUE
AJM08,Feed Stuff Price,202209,2022 September,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,479.0
AJM08,Feed Stuff Price,202209,2022 September,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,433.0
AJM08,Feed Stuff Price,202209,2022 September,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,446.0
AJM08,Feed Stuff Price,202209,2022 September,18,Dairy meal (16-18% protein),Euro per Tonne,437.0
AJM08,Feed Stuff Price,202209,2022 September,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,22,Layers' mash (14-16% protein),Euro per Tonne,540.0
AJM08,Feed Stuff Price,202209,2022 September,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,25,Milk replacer,Euro per Tonne,2946.0
AJM08,Feed Stuff Price,202209,2022 September,26,Wheat,Euro per Tonne,404.0
AJM08,Feed Stuff Price,202209,2022 September,27,Ewe feed coarse (16-20% protein),Euro per Tonne,438.0
AJM08,Feed Stuff Price,202209,2022 September,28,Ewe pellets/nuts (16-20%),Euro per Tonne,451.0
AJM08,Feed Stuff Price,202209,2022 September,29,Lamb feed (16-20% protein),Euro per Tonne,439.0
AJM08,Feed Stuff Price,202209,2022 September,30,Cattle fattening meal (13-15% protein),Euro per Tonne,424.0
AJM08,Feed Stuff Price,202210,2022 October,1,Rolled barley,Euro per Tonne,408.0
AJM08,Feed Stuff Price,202210,2022 October,4,Soya bean meal,Euro per Tonne,589.0
AJM08,Feed Stuff Price,202210,2022 October,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,6,Maize meal,Euro per Tonne,407.0
AJM08,Feed Stuff Price,202210,2022 October,7,Flaked maize,Euro per Tonne,503.0
AJM08,Feed Stuff Price,202210,2022 October,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,478.0
AJM08,Feed Stuff Price,202210,2022 October,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,440.0
AJM08,Feed Stuff Price,202210,2022 October,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,450.0
AJM08,Feed Stuff Price,202210,2022 October,18,Dairy meal (16-18% protein),Euro per Tonne,440.0
AJM08,Feed Stuff Price,202210,2022 October,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,22,Layers' mash (14-16% protein),Euro per Tonne,546.0
AJM08,Feed Stuff Price,202210,2022 October,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202210,2022 October,25,Milk replacer,Euro per Tonne,2939.0
AJM08,Feed Stuff Price,202210,2022 October,26,Wheat,Euro per Tonne,390.0
AJM08,Feed Stuff Price,202210,2022 October,27,Ewe feed coarse (16-20% protein),Euro per Tonne,444.0
AJM08,Feed Stuff Price,202210,2022 October,28,Ewe pellets/nuts (16-20%),Euro per Tonne,456.0
AJM08,Feed Stuff Price,202210,2022 October,29,Lamb feed (16-20% protein),Euro per Tonne,446.0
AJM08,Feed Stuff Price,202210,2022 October,30,Cattle fattening meal (13-15% protein),Euro per Tonne,431.0
AJM08,Feed Stuff Price,202211,2022 November,1,Rolled barley,Euro per Tonne,404.0
AJM08,Feed Stuff Price,202211,2022 November,4,Soya bean meal,Euro per Tonne,587.0
AJM08,Feed Stuff Price,202211,2022 November,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,6,Maize meal,Euro per Tonne,404.0
AJM08,Feed Stuff Price,202211,2022 November,7,Flaked maize,Euro per Tonne,510.0
AJM08,Feed Stuff Price,202211,2022 November,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,485.0
AJM08,Feed Stuff Price,202211,2022 November,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,445.0
AJM08,Feed Stuff Price,202211,2022 November,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,456.0
AJM08,Feed Stuff Price,202211,2022 November,18,Dairy meal (16-18% protein),Euro per Tonne,447.0
AJM08,Feed Stuff Price,202211,2022 November,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,22,Layers' mash (14-16% protein),Euro per Tonne,536.0
AJM08,Feed Stuff Price,202211,2022 November,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202211,2022 November,25,Milk replacer,Euro per Tonne,3058.0
AJM08,Feed Stuff Price,202211,2022 November,26,Wheat,Euro per Tonne,384.0
AJM08,Feed Stuff Price,202211,2022 November,27,Ewe feed coarse (16-20% protein),Euro per Tonne,457.0
AJM08,Feed Stuff Price,202211,2022 November,28,Ewe pellets/nuts (16-20%),Euro per Tonne,466.0
AJM08,Feed Stuff Price,202211,2022 November,29,Lamb feed (16-20% protein),Euro per Tonne,459.0
AJM08,Feed Stuff Price,202211,2022 November,30,Cattle fattening meal (13-15% protein),Euro per Tonne,439.0
AJM08,Feed Stuff Price,202212,2022 December,1,Rolled barley,Euro per Tonne,401.0
AJM08,Feed Stuff Price,202212,2022 December,4,Soya bean meal,Euro per Tonne,581.0
AJM08,Feed Stuff Price,202212,2022 December,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,6,Maize meal,Euro per Tonne,395.0
AJM08,Feed Stuff Price,202212,2022 December,7,Flaked maize,Euro per Tonne,510.0
AJM08,Feed Stuff Price,202212,2022 December,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,485.0
AJM08,Feed Stuff Price,202212,2022 December,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,446.0
AJM08,Feed Stuff Price,202212,2022 December,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,457.0
AJM08,Feed Stuff Price,202212,2022 December,18,Dairy meal (16-18% protein),Euro per Tonne,446.0
AJM08,Feed Stuff Price,202212,2022 December,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,22,Layers' mash (14-16% protein),Euro per Tonne,536.0
AJM08,Feed Stuff Price,202212,2022 December,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202212,2022 December,25,Milk replacer,Euro per Tonne,3058.0
AJM08,Feed Stuff Price,202212,2022 December,26,Wheat,Euro per Tonne,388.0
AJM08,Feed Stuff Price,202212,2022 December,27,Ewe feed coarse (16-20% protein),Euro per Tonne,459.0
AJM08,Feed Stuff Price,202212,2022 December,28,Ewe pellets/nuts (16-20%),Euro per Tonne,469.0
AJM08,Feed Stuff Price,202212,2022 December,29,Lamb feed (16-20% protein),Euro per Tonne,460.0
AJM08,Feed Stuff Price,202212,2022 December,30,Cattle fattening meal (13-15% protein),Euro per Tonne,439.0
AJM08,Feed Stuff Price,202301,2023 January,1,Rolled barley,Euro per Tonne,385.0
AJM08,Feed Stuff Price,202301,2023 January,4,Soya bean meal,Euro per Tonne,600.0
AJM08,Feed Stuff Price,202301,2023 January,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,6,Maize meal,Euro per Tonne,386.0
AJM08,Feed Stuff Price,202301,2023 January,7,Flaked maize,Euro per Tonne,508.0
AJM08,Feed Stuff Price,202301,2023 January,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,487.0
AJM08,Feed Stuff Price,202301,2023 January,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,448.0
AJM08,Feed Stuff Price,202301,2023 January,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,458.0
AJM08,Feed Stuff Price,202301,2023 January,18,Dairy meal (16-18% protein),Euro per Tonne,445.0
AJM08,Feed Stuff Price,202301,2023 January,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202301,2023 January,25,Milk replacer,Euro per Tonne,3058.0
AJM08,Feed Stuff Price,202301,2023 January,26,Wheat,Euro per Tonne,381.0
AJM08,Feed Stuff Price,202301,2023 January,27,Ewe feed coarse (16-20% protein),Euro per Tonne,458.0
AJM08,Feed Stuff Price,202301,2023 January,28,Ewe pellets/nuts (16-20%),Euro per Tonne,472.0
AJM08,Feed Stuff Price,202301,2023 January,29,Lamb feed (16-20% protein),Euro per Tonne,459.0
AJM08,Feed Stuff Price,202301,2023 January,30,Cattle fattening meal (13-15% protein),Euro per Tonne,438.0
AJM08,Feed Stuff Price,202302,2023 February,1,Rolled barley,Euro per Tonne,381.0
AJM08,Feed Stuff Price,202302,2023 February,4,Soya bean meal,Euro per Tonne,620.0
AJM08,Feed Stuff Price,202302,2023 February,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,6,Maize meal,Euro per Tonne,379.0
AJM08,Feed Stuff Price,202302,2023 February,7,Flaked maize,Euro per Tonne,508.0
AJM08,Feed Stuff Price,202302,2023 February,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,488.0
AJM08,Feed Stuff Price,202302,2023 February,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,448.0
AJM08,Feed Stuff Price,202302,2023 February,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,457.0
AJM08,Feed Stuff Price,202302,2023 February,18,Dairy meal (16-18% protein),Euro per Tonne,445.0
AJM08,Feed Stuff Price,202302,2023 February,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202302,2023 February,25,Milk replacer,Euro per Tonne,3013.0
AJM08,Feed Stuff Price,202302,2023 February,26,Wheat,Euro per Tonne,375.0
AJM08,Feed Stuff Price,202302,2023 February,27,Ewe feed coarse (16-20% protein),Euro per Tonne,458.0
AJM08,Feed Stuff Price,202302,2023 February,28,Ewe pellets/nuts (16-20%),Euro per Tonne,472.0
AJM08,Feed Stuff Price,202302,2023 February,29,Lamb feed (16-20% protein),Euro per Tonne,459.0
AJM08,Feed Stuff Price,202302,2023 February,30,Cattle fattening meal (13-15% protein),Euro per Tonne,438.0
AJM08,Feed Stuff Price,202303,2023 March,1,Rolled barley,Euro per Tonne,375.0
AJM08,Feed Stuff Price,202303,2023 March,4,Soya bean meal,Euro per Tonne,628.0
AJM08,Feed Stuff Price,202303,2023 March,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,6,Maize meal,Euro per Tonne,375.0
AJM08,Feed Stuff Price,202303,2023 March,7,Flaked maize,Euro per Tonne,508.0
AJM08,Feed Stuff Price,202303,2023 March,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,487.0
AJM08,Feed Stuff Price,202303,2023 March,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,447.0
AJM08,Feed Stuff Price,202303,2023 March,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,457.0
AJM08,Feed Stuff Price,202303,2023 March,18,Dairy meal (16-18% protein),Euro per Tonne,445.0
AJM08,Feed Stuff Price,202303,2023 March,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202303,2023 March,25,Milk replacer,Euro per Tonne,2975.0
AJM08,Feed Stuff Price,202303,2023 March,26,Wheat,Euro per Tonne,355.0
AJM08,Feed Stuff Price,202303,2023 March,27,Ewe feed coarse (16-20% protein),Euro per Tonne,457.0
AJM08,Feed Stuff Price,202303,2023 March,28,Ewe pellets/nuts (16-20%),Euro per Tonne,470.0
AJM08,Feed Stuff Price,202303,2023 March,29,Lamb feed (16-20% protein),Euro per Tonne,458.0
AJM08,Feed Stuff Price,202303,2023 March,30,Cattle fattening meal (13-15% protein),Euro per Tonne,437.0
AJM08,Feed Stuff Price,202304,2023 April,1,Rolled barley,Euro per Tonne,364.0
AJM08,Feed Stuff Price,202304,2023 April,4,Soya bean meal,Euro per Tonne,591.0
AJM08,Feed Stuff Price,202304,2023 April,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,6,Maize meal,Euro per Tonne,364.0
AJM08,Feed Stuff Price,202304,2023 April,7,Flaked maize,Euro per Tonne,508.0
AJM08,Feed Stuff Price,202304,2023 April,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,484.0
AJM08,Feed Stuff Price,202304,2023 April,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,445.0
AJM08,Feed Stuff Price,202304,2023 April,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,455.0
AJM08,Feed Stuff Price,202304,2023 April,18,Dairy meal (16-18% protein),Euro per Tonne,444.0
AJM08,Feed Stuff Price,202304,2023 April,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202304,2023 April,25,Milk replacer,Euro per Tonne,2962.0
AJM08,Feed Stuff Price,202304,2023 April,26,Wheat,Euro per Tonne,330.0
AJM08,Feed Stuff Price,202304,2023 April,27,Ewe feed coarse (16-20% protein),Euro per Tonne,455.0
AJM08,Feed Stuff Price,202304,2023 April,28,Ewe pellets/nuts (16-20%),Euro per Tonne,468.0
